(0, 1, 2, 3, 4, 6) UNSAT
(0, 2, 3, 4, 7, 8) UNSAT
(0, 2, 3, 4, 7, 9) UNSAT
(0, 2, 3, 4, 7, 10) UNSAT
(0, 2, 3, 4, 8, 9) UNSAT
(0, 2, 3, 4, 8, 10) UNSAT
(0, 2, 3, 4, 9, 10) UNSAT
(0, 2, 3, 5, 6, 7) UNSAT
(0, 2, 3, 5, 6, 8) UNSAT
(0, 2, 3, 5, 6, 9) UNSAT
(0, 2, 3, 5, 6, 10) UNSAT
(0, 1, 3, 6, 9, 10) UNSAT
(0, 2, 3, 5, 7, 9) UNSAT
(0, 2, 3, 5, 7, 10) UNSAT
(0, 1, 4, 5, 7, 9) UNSAT
(0, 2, 3, 5, 8, 10) UNSAT
(0, 2, 3, 5, 9, 10) UNSAT
(0, 2, 3, 6, 7, 8) UNSAT
(0, 2, 3, 6, 7, 9) UNSAT
(0, 2, 3, 6, 7, 10) UNSAT
(0, 2, 3, 6, 8, 9) UNSAT
(0, 2, 3, 6, 8, 10) UNSAT
(0, 2, 3, 6, 9, 10) UNSAT
(0, 2, 3, 7, 8, 9) UNSAT
(0, 2, 3, 7, 8, 10) UNSAT
(0, 2, 3, 7, 9, 10) UNSAT
(0, 2, 3, 8, 9, 10) UNSAT
(0, 2, 4, 5, 6, 7) UNSAT
(0, 2, 4, 5, 6, 8) UNSAT
(0, 2, 4, 5, 6, 9) UNSAT
(0, 2, 4, 5, 6, 10) UNSAT
(0, 2, 3, 5, 8, 9) UNSAT
(0, 2, 4, 5, 7, 9) UNSAT
(0, 2, 4, 5, 7, 10) UNSAT
(0, 1, 4, 5, 8, 9) UNSAT
(0, 2, 4, 5, 8, 10) UNSAT
(0, 2, 4, 5, 9, 10) UNSAT
(0, 2, 4, 6, 7, 8) UNSAT
(0, 2, 4, 6, 7, 9) UNSAT
(0, 2, 4, 6, 7, 10) UNSAT
(0, 2, 4, 6, 8, 9) UNSAT
(0, 2, 4, 6, 8, 10) UNSAT
(0, 2, 4, 6, 9, 10) UNSAT
(0, 2, 4, 7, 8, 9) UNSAT
(0, 2, 4, 7, 8, 10) UNSAT
(0, 2, 4, 7, 9, 10) UNSAT
(0, 2, 4, 8, 9, 10) UNSAT
(0, 2, 5, 6, 7, 8) UNSAT
(0, 2, 5, 6, 7, 9) UNSAT
(0, 2, 5, 6, 7, 10) UNSAT
(0, 2, 5, 6, 8, 9) UNSAT
(0, 2, 5, 6, 8, 10) UNSAT
(0, 2, 5, 6, 9, 10) UNSAT
(0, 2, 5, 7, 8, 9) UNSAT
(0, 2, 5, 7, 8, 10) UNSAT
(0, 2, 5, 7, 9, 10) UNSAT
(0, 2, 5, 8, 9, 10) UNSAT
(0, 2, 6, 7, 8, 9) UNSAT
(0, 2, 6, 7, 8, 10) UNSAT
(0, 2, 6, 7, 9, 10) UNSAT
(0, 2, 6, 8, 9, 10) UNSAT
(0, 2, 7, 8, 9, 10) UNSAT
(0, 3, 4, 5, 6, 7) UNSAT
(0, 3, 4, 5, 6, 8) UNSAT
(0, 3, 4, 5, 6, 9) UNSAT
(0, 3, 4, 5, 6, 10) UNSAT
(0, 1, 4, 5, 7, 10) UNSAT
(0, 3, 4, 5, 7, 9) UNSAT
(0, 3, 4, 5, 7, 10) UNSAT
(0, 2, 3, 5, 7, 8) UNSAT
(0, 3, 4, 5, 8, 10) UNSAT
(0, 3, 4, 5, 9, 10) UNSAT
(0, 3, 4, 6, 7, 8) UNSAT
(0, 3, 4, 6, 7, 9) UNSAT
(0, 3, 4, 6, 7, 10) UNSAT
(0, 3, 4, 6, 8, 9) UNSAT
(0, 3, 4, 6, 8, 10) UNSAT
(0, 3, 4, 6, 9, 10) UNSAT
(0, 3, 4, 7, 8, 9) UNSAT
(0, 3, 4, 7, 8, 10) UNSAT
(0, 3, 4, 7, 9, 10) UNSAT
(0, 3, 4, 8, 9, 10) UNSAT
(0, 3, 5, 6, 7, 8) UNSAT
(0, 3, 5, 6, 7, 9) UNSAT
(0, 3, 5, 6, 7, 10) UNSAT
(0, 3, 4, 5, 8, 9) UNSAT
(0, 3, 5, 6, 8, 10) UNSAT
(0, 3, 5, 6, 9, 10) UNSAT
(0, 3, 4, 5, 7, 8) UNSAT
(0, 1, 4, 6, 8, 9) UNSAT
(0, 3, 5, 7, 9, 10) UNSAT
(0, 2, 4, 5, 7, 8) UNSAT
(0, 3, 6, 7, 8, 9) UNSAT
(0, 3, 6, 7, 8, 10) UNSAT
(0, 3, 6, 7, 9, 10) UNSAT
(0, 3, 6, 8, 9, 10) UNSAT
(0, 3, 7, 8, 9, 10) UNSAT
(0, 3, 5, 7, 8, 9) UNSAT
(0, 4, 5, 6, 7, 9) UNSAT
(0, 4, 5, 6, 7, 10) UNSAT
(0, 1, 4, 6, 9, 10) UNSAT
(0, 4, 5, 6, 8, 10) UNSAT
(0, 4, 5, 6, 9, 10) UNSAT
(0, 2, 4, 5, 8, 9) UNSAT
(0, 1, 4, 6, 7, 10) UNSAT
(0, 4, 5, 7, 9, 10) UNSAT
(0, 3, 5, 6, 8, 9) UNSAT
(0, 4, 6, 7, 8, 9) UNSAT
(0, 4, 6, 7, 8, 10) UNSAT
(0, 4, 6, 7, 9, 10) UNSAT
(0, 4, 6, 8, 9, 10) UNSAT
(0, 4, 7, 8, 9, 10) UNSAT
(0, 5, 6, 7, 8, 9) UNSAT
(0, 5, 6, 7, 8, 10) UNSAT
(0, 5, 6, 7, 9, 10) UNSAT
(0, 5, 6, 8, 9, 10) UNSAT
(0, 5, 7, 8, 9, 10) UNSAT
(0, 6, 7, 8, 9, 10) UNSAT
(1, 2, 3, 4, 5, 6) UNSAT
(0, 3, 5, 7, 8, 10) UNSAT
(1, 2, 3, 4, 5, 8) UNSAT
(1, 2, 3, 4, 5, 9) UNSAT
(1, 2, 3, 4, 5, 10) UNSAT
(0, 3, 5, 8, 9, 10) UNSAT
(1, 2, 3, 4, 6, 8) UNSAT
(0, 4, 5, 7, 8, 10) UNSAT
(1, 2, 3, 4, 6, 10) UNSAT
(1, 2, 3, 4, 7, 8) UNSAT
(1, 2, 3, 4, 7, 9) UNSAT
(1, 2, 3, 4, 7, 10) UNSAT
(1, 2, 3, 4, 8, 9) UNSAT
(1, 2, 3, 4, 8, 10) UNSAT
(1, 2, 3, 4, 9, 10) UNSAT
(0, 4, 5, 7, 8, 9) UNSAT
(1, 2, 3, 5, 6, 8) UNSAT
(1, 2, 3, 4, 6, 7) UNSAT
(1, 2, 3, 5, 6, 10) UNSAT
(0, 4, 5, 6, 7, 8) UNSAT
(1, 2, 3, 4, 6, 9) UNSAT
(0, 4, 5, 8, 9, 10) UNSAT
(1, 2, 3, 4, 5, 7) UNSAT
(1, 2, 3, 5, 8, 10) UNSAT
(1, 2, 3, 5, 6, 9) UNSAT
(0, 4, 5, 6, 8, 9) UNSAT
(1, 2, 3, 5, 8, 9) UNSAT
(1, 2, 3, 5, 6, 7) UNSAT
(1, 2, 3, 5, 9, 10) UNSAT
(1, 2, 3, 6, 8, 10) UNSAT
(1, 2, 3, 5, 7, 8) UNSAT
(1, 2, 3, 7, 8, 9) UNSAT
(1, 2, 3, 7, 8, 10) UNSAT
(1, 2, 3, 7, 9, 10) UNSAT
(1, 2, 3, 8, 9, 10) UNSAT
(1, 2, 3, 5, 7, 10) UNSAT
(1, 2, 4, 5, 6, 8) UNSAT
(1, 2, 4, 5, 6, 9) UNSAT
(1, 2, 4, 5, 6, 10) UNSAT
(1, 2, 3, 6, 7, 8) UNSAT
(1, 2, 4, 5, 6, 7) UNSAT
(1, 2, 4, 5, 7, 10) UNSAT
(1, 2, 4, 5, 7, 9) UNSAT
(1, 2, 4, 5, 8, 10) UNSAT
(1, 2, 3, 6, 7, 9) UNSAT
(1, 2, 4, 5, 9, 10) UNSAT
(1, 2, 3, 6, 8, 9) UNSAT
(1, 2, 4, 5, 7, 8) UNSAT
(1, 2, 4, 6, 7, 9) UNSAT
(1, 2, 4, 6, 8, 10) UNSAT
(1, 2, 3, 5, 7, 9) UNSAT
(1, 2, 4, 7, 8, 9) UNSAT
(1, 2, 4, 7, 8, 10) UNSAT
(1, 2, 4, 7, 9, 10) UNSAT
(1, 2, 4, 8, 9, 10) UNSAT
(1, 2, 5, 6, 7, 8) UNSAT
(1, 2, 5, 6, 7, 9) UNSAT
(1, 2, 5, 6, 7, 10) UNSAT
(1, 2, 5, 6, 8, 9) UNSAT
(1, 2, 5, 6, 8, 10) UNSAT
(1, 2, 5, 6, 9, 10) UNSAT
(1, 2, 5, 7, 8, 9) UNSAT
(1, 2, 5, 7, 8, 10) UNSAT
(1, 2, 5, 7, 9, 10) UNSAT
(1, 2, 5, 8, 9, 10) UNSAT
(1, 2, 6, 7, 8, 9) UNSAT
(1, 2, 6, 7, 8, 10) UNSAT
(1, 2, 6, 7, 9, 10) UNSAT
(1, 2, 6, 8, 9, 10) UNSAT
(1, 2, 7, 8, 9, 10) UNSAT
(1, 2, 4, 6, 7, 8) UNSAT
(1, 3, 4, 5, 6, 8) UNSAT
(1, 3, 4, 5, 6, 7) UNSAT
(1, 3, 4, 5, 6, 10) UNSAT
(1, 2, 4, 6, 9, 10) UNSAT
(1, 2, 4, 5, 8, 9) UNSAT
(1, 2, 4, 6, 7, 10) UNSAT
(1, 3, 4, 5, 6, 9) UNSAT
(1, 3, 4, 5, 8, 10) UNSAT
(1, 2, 3, 6, 7, 10) UNSAT
(1, 3, 4, 5, 9, 10) UNSAT
(1, 3, 4, 5, 8, 9) UNSAT
(1, 3, 4, 5, 7, 8) UNSAT
(1, 2, 3, 6, 9, 10) UNSAT
(1, 3, 4, 6, 8, 10) UNSAT
(1, 3, 4, 6, 7, 9) UNSAT
(1, 3, 4, 7, 8, 9) UNSAT
(1, 3, 4, 7, 8, 10) UNSAT
(1, 3, 4, 7, 9, 10) UNSAT
(1, 3, 4, 8, 9, 10) UNSAT
(1, 3, 4, 5, 7, 10) UNSAT
(1, 3, 4, 6, 7, 8) UNSAT
(1, 2, 4, 6, 8, 9) UNSAT
(1, 3, 4, 5, 7, 9) UNSAT
(1, 3, 5, 6, 8, 10) UNSAT
(1, 3, 5, 6, 7, 10) UNSAT
(1, 3, 5, 6, 9, 10) UNSAT
(1, 3, 5, 7, 8, 10) UNSAT
(1, 3, 5, 6, 7, 8) UNSAT
(1, 3, 5, 6, 8, 9) UNSAT
(1, 3, 4, 6, 9, 10) UNSAT
(1, 3, 4, 6, 8, 9) UNSAT
(1, 3, 5, 8, 9, 10) UNSAT
(1, 3, 4, 6, 7, 10) UNSAT
(1, 3, 7, 8, 9, 10) UNSAT
(1, 3, 5, 7, 8, 9) UNSAT
(1, 4, 5, 6, 7, 8) UNSAT
(1, 3, 5, 7, 9, 10) UNSAT
(1, 3, 5, 6, 7, 9) UNSAT
(1, 4, 5, 6, 8, 10) UNSAT
(1, 4, 5, 6, 7, 9) UNSAT
(1, 3, 6, 7, 9, 10) UNSAT
(1, 4, 5, 6, 7, 10) UNSAT
(1, 4, 5, 6, 9, 10) UNSAT
(1, 3, 6, 7, 8, 9) UNSAT
(1, 4, 5, 6, 8, 9) UNSAT
(1, 3, 6, 7, 8, 10) UNSAT
(1, 4, 5, 7, 8, 10) UNSAT
(1, 4, 5, 7, 9, 10) UNSAT
(1, 4, 7, 8, 9, 10) UNSAT
(1, 5, 6, 7, 8, 9) UNSAT
(1, 5, 6, 7, 8, 10) UNSAT
(1, 5, 6, 7, 9, 10) UNSAT
(1, 5, 6, 8, 9, 10) UNSAT
(1, 5, 7, 8, 9, 10) UNSAT
(1, 6, 7, 8, 9, 10) UNSAT
(2, 3, 4, 5, 6, 7) UNSAT
(2, 3, 4, 5, 6, 8) UNSAT
(2, 3, 4, 5, 6, 9) UNSAT
(2, 3, 4, 5, 6, 10) UNSAT
(1, 4, 6, 7, 8, 10) UNSAT
(2, 3, 4, 5, 7, 9) UNSAT
(2, 3, 4, 5, 7, 10) UNSAT
(1, 4, 5, 8, 9, 10) UNSAT
(2, 3, 4, 5, 8, 10) UNSAT
(2, 3, 4, 5, 9, 10) UNSAT
(2, 3, 4, 6, 7, 8) UNSAT
(2, 3, 4, 6, 7, 9) UNSAT
(2, 3, 4, 6, 7, 10) UNSAT
(2, 3, 4, 6, 8, 9) UNSAT
(2, 3, 4, 6, 8, 10) UNSAT
(2, 3, 4, 6, 9, 10) UNSAT
(2, 3, 4, 7, 8, 9) UNSAT
(2, 3, 4, 7, 8, 10) UNSAT
(2, 3, 4, 7, 9, 10) UNSAT
(2, 3, 4, 8, 9, 10) UNSAT
(1, 4, 6, 8, 9, 10) UNSAT
(2, 3, 5, 6, 7, 9) UNSAT
(2, 3, 5, 6, 7, 10) UNSAT
(1, 3, 6, 8, 9, 10) UNSAT
(2, 3, 5, 6, 8, 10) UNSAT
(2, 3, 5, 6, 9, 10) UNSAT
(1, 4, 6, 7, 8, 9) UNSAT
(1, 4, 6, 7, 9, 10) UNSAT
(2, 3, 5, 7, 9, 10) UNSAT
(2, 3, 5, 6, 7, 8) UNSAT
(2, 3, 6, 7, 8, 9) UNSAT
(2, 3, 6, 7, 8, 10) UNSAT
(2, 3, 6, 7, 9, 10) UNSAT
(2, 3, 6, 8, 9, 10) UNSAT
(2, 3, 7, 8, 9, 10) UNSAT
(2, 3, 5, 6, 8, 9) UNSAT
(2, 4, 5, 6, 7, 9) UNSAT
(2, 4, 5, 6, 7, 10) UNSAT
(2, 3, 4, 5, 8, 9) UNSAT
(2, 4, 5, 6, 8, 10) UNSAT
(2, 4, 5, 6, 9, 10) UNSAT
(2, 3, 4, 5, 7, 8) UNSAT
(2, 3, 5, 7, 8, 10) UNSAT
(2, 4, 5, 7, 9, 10) UNSAT
(2, 4, 5, 6, 7, 8) UNSAT
(2, 4, 6, 7, 8, 9) UNSAT
(2, 4, 6, 7, 8, 10) UNSAT
(2, 4, 6, 7, 9, 10) UNSAT
(2, 4, 6, 8, 9, 10) UNSAT
(2, 4, 7, 8, 9, 10) UNSAT
(2, 5, 6, 7, 8, 9) UNSAT
(2, 5, 6, 7, 8, 10) UNSAT
(2, 5, 6, 7, 9, 10) UNSAT
(2, 5, 6, 8, 9, 10) UNSAT
(2, 5, 7, 8, 9, 10) UNSAT
(2, 6, 7, 8, 9, 10) UNSAT
(1, 4, 5, 7, 8, 9) UNSAT
(3, 4, 5, 6, 7, 9) UNSAT
(3, 4, 5, 6, 7, 10) UNSAT
(2, 3, 5, 8, 9, 10) UNSAT
(3, 4, 5, 6, 8, 10) UNSAT
(3, 4, 5, 6, 9, 10) UNSAT
(2, 3, 5, 7, 8, 9) UNSAT
(2, 4, 5, 7, 8, 9) UNSAT
(3, 4, 5, 7, 9, 10) UNSAT
(3, 4, 5, 7, 8, 9) UNSAT
(3, 4, 6, 7, 8, 9) UNSAT
(3, 4, 6, 7, 8, 10) UNSAT
(3, 4, 6, 7, 9, 10) UNSAT
(3, 4, 6, 8, 9, 10) UNSAT
(3, 4, 7, 8, 9, 10) UNSAT
(2, 4, 5, 8, 9, 10) UNSAT
(3, 4, 5, 7, 8, 10) UNSAT
(3, 5, 6, 7, 9, 10) UNSAT
(3, 4, 5, 6, 8, 9) UNSAT
(3, 4, 5, 6, 7, 8) UNSAT
(3, 6, 7, 8, 9, 10) UNSAT
(3, 5, 6, 7, 8, 9) UNSAT
(3, 4, 5, 8, 9, 10) UNSAT
(4, 5, 6, 7, 9, 10) UNSAT
(2, 4, 5, 7, 8, 10) UNSAT
(2, 4, 5, 6, 8, 9) UNSAT
(4, 6, 7, 8, 9, 10) UNSAT
(5, 6, 7, 8, 9, 10) UNSAT
(3, 5, 6, 7, 8, 10) UNSAT
(4, 5, 6, 7, 8, 9) UNSAT
(4, 5, 6, 7, 8, 10) UNSAT
(3, 5, 7, 8, 9, 10) UNSAT
(4, 5, 7, 8, 9, 10) UNSAT
(3, 5, 6, 8, 9, 10) UNSAT
(4, 5, 6, 8, 9, 10) UNSAT
