it=0 best=12 n=18 L=12 edges=[(0, 3), (0, 11), (0, 15), (1, 15), (1, 16), (1, 17), (2, 4), (2, 6), (2, 7), (3, 10), (3, 13), (4, 5), (4, 11), (5, 14), (5, 15), (8, 11), (9, 15), (10, 17), (12, 15), (14, 15)]
it=0 cur=12 best=12 T=2.00 elapsed=0s
it=14800 cur=9 best=1 T=1.70 elapsed=50s
it=15000 cur=11 best=1 T=1.70 elapsed=50s
it=15200 cur=13 best=1 T=1.70 elapsed=51s
it=15400 cur=3 best=1 T=1.69 elapsed=51s
it=15600 cur=7 best=1 T=1.69 elapsed=51s
it=15800 cur=2 best=1 T=1.68 elapsed=51s
it=16000 cur=13 best=1 T=1.68 elapsed=51s
it=16200 cur=9 best=1 T=1.68 elapsed=51s
it=16400 cur=5 best=1 T=1.67 elapsed=52s
it=16600 cur=10 best=1 T=1.67 elapsed=52s
it=16800 cur=9 best=1 T=1.66 elapsed=53s
it=17000 cur=8 best=1 T=1.66 elapsed=53s
it=17200 cur=1 best=1 T=1.66 elapsed=53s
it=17400 cur=7 best=1 T=1.65 elapsed=54s
it=17600 cur=8 best=1 T=1.65 elapsed=54s
it=17800 cur=11 best=1 T=1.64 elapsed=54s
it=18000 cur=9 best=1 T=1.64 elapsed=54s
it=18200 cur=14 best=1 T=1.64 elapsed=55s
it=18400 cur=14 best=1 T=1.63 elapsed=56s
it=18600 cur=8 best=1 T=1.63 elapsed=57s
it=18800 cur=7 best=1 T=1.62 elapsed=57s
it=19000 cur=4 best=1 T=1.62 elapsed=57s
it=19200 cur=3 best=1 T=1.62 elapsed=57s
it=19400 cur=3 best=1 T=1.61 elapsed=57s
it=19600 cur=1 best=1 T=1.61 elapsed=57s
it=19800 cur=13 best=1 T=1.60 elapsed=59s
it=20000 cur=10 best=1 T=1.60 elapsed=64s
it=20200 cur=10 best=1 T=1.60 elapsed=76s
it=20400 cur=5 best=1 T=1.59 elapsed=77s
it=20600 cur=7 best=1 T=1.59 elapsed=77s
it=20800 cur=13 best=1 T=1.58 elapsed=77s
it=21000 cur=2 best=1 T=1.58 elapsed=77s
it=21200 cur=6 best=1 T=1.58 elapsed=77s
it=21400 cur=4 best=1 T=1.57 elapsed=77s
it=21600 cur=8 best=1 T=1.57 elapsed=77s
it=21800 cur=11 best=1 T=1.56 elapsed=78s
it=22000 cur=3 best=1 T=1.56 elapsed=78s
it=22200 cur=4 best=1 T=1.56 elapsed=78s
it=22400 cur=12 best=1 T=1.55 elapsed=78s
it=22600 cur=4 best=1 T=1.55 elapsed=78s
it=22800 cur=9 best=1 T=1.54 elapsed=78s
it=23000 cur=9 best=1 T=1.54 elapsed=78s
it=23200 cur=2 best=1 T=1.54 elapsed=78s
it=23400 cur=2 best=1 T=1.53 elapsed=79s
it=23600 cur=1 best=1 T=1.53 elapsed=79s
it=23800 cur=8 best=1 T=1.52 elapsed=79s
it=24000 cur=9 best=1 T=1.52 elapsed=79s
it=24200 cur=2 best=1 T=1.52 elapsed=79s
it=24400 cur=6 best=1 T=1.51 elapsed=79s
it=24600 cur=3 best=1 T=1.51 elapsed=79s
it=24800 cur=11 best=1 T=1.50 elapsed=79s
it=25000 cur=10 best=1 T=1.50 elapsed=80s
it=25200 cur=8 best=1 T=1.50 elapsed=80s
it=25400 cur=5 best=1 T=1.49 elapsed=80s
it=25600 cur=11 best=1 T=1.49 elapsed=80s
it=25800 cur=3 best=1 T=1.48 elapsed=80s
it=26000 cur=5 best=1 T=1.48 elapsed=80s
it=26200 cur=3 best=1 T=1.48 elapsed=81s
it=26400 cur=8 best=1 T=1.47 elapsed=81s
it=26600 cur=5 best=1 T=1.47 elapsed=81s
it=26800 cur=10 best=1 T=1.46 elapsed=81s
it=27000 cur=3 best=1 T=1.46 elapsed=81s
it=27200 cur=10 best=1 T=1.46 elapsed=81s
it=27400 cur=4 best=1 T=1.45 elapsed=82s
it=27600 cur=6 best=1 T=1.45 elapsed=82s
it=27800 cur=7 best=1 T=1.44 elapsed=82s
it=28000 cur=3 best=1 T=1.44 elapsed=82s
it=28200 cur=10 best=1 T=1.44 elapsed=82s
it=28400 cur=2 best=1 T=1.43 elapsed=82s
it=28600 cur=11 best=1 T=1.43 elapsed=82s
it=28800 cur=7 best=1 T=1.42 elapsed=84s
it=29000 cur=12 best=1 T=1.42 elapsed=87s
it=29200 cur=9 best=1 T=1.42 elapsed=88s
it=29400 cur=1 best=1 T=1.41 elapsed=88s
it=29600 cur=1 best=1 T=1.41 elapsed=88s
it=29800 cur=7 best=1 T=1.40 elapsed=88s
it=30000 cur=11 best=1 T=1.40 elapsed=88s
it=30200 cur=4 best=1 T=1.40 elapsed=89s
it=30400 cur=1 best=1 T=1.39 elapsed=89s
it=30600 cur=7 best=1 T=1.39 elapsed=89s
it=30800 cur=7 best=1 T=1.38 elapsed=89s
it=31000 cur=6 best=1 T=1.38 elapsed=89s
it=31200 cur=3 best=1 T=1.38 elapsed=90s
it=31400 cur=7 best=1 T=1.37 elapsed=90s
it=31600 cur=1 best=1 T=1.37 elapsed=90s
it=31800 cur=1 best=1 T=1.36 elapsed=90s
it=32000 cur=1 best=1 T=1.36 elapsed=90s
it=32200 cur=7 best=1 T=1.36 elapsed=90s
it=32400 cur=3 best=1 T=1.35 elapsed=90s
it=32600 cur=12 best=1 T=1.35 elapsed=91s
it=32800 cur=5 best=1 T=1.34 elapsed=91s
it=33000 cur=8 best=1 T=1.34 elapsed=91s
it=33200 cur=5 best=1 T=1.34 elapsed=91s
it=33400 cur=9 best=1 T=1.33 elapsed=91s
it=33600 cur=2 best=1 T=1.33 elapsed=91s
it=33800 cur=5 best=1 T=1.32 elapsed=91s
it=34000 cur=2 best=1 T=1.32 elapsed=92s
it=34200 cur=5 best=1 T=1.32 elapsed=92s
it=34400 cur=8 best=1 T=1.31 elapsed=92s
it=34600 cur=7 best=1 T=1.31 elapsed=94s
it=34800 cur=6 best=1 T=1.30 elapsed=94s
it=35000 cur=8 best=1 T=1.30 elapsed=94s
it=35200 cur=8 best=1 T=1.30 elapsed=94s
it=35400 cur=2 best=1 T=1.29 elapsed=94s
it=35600 cur=4 best=1 T=1.29 elapsed=95s
it=35800 cur=4 best=1 T=1.28 elapsed=95s
it=36000 cur=4 best=1 T=1.28 elapsed=95s
it=36200 cur=10 best=1 T=1.28 elapsed=95s
it=36400 cur=2 best=1 T=1.27 elapsed=95s
it=36600 cur=6 best=1 T=1.27 elapsed=95s
it=36800 cur=1 best=1 T=1.26 elapsed=95s
it=37000 cur=1 best=1 T=1.26 elapsed=96s
it=37200 cur=12 best=1 T=1.26 elapsed=96s
it=37400 cur=3 best=1 T=1.25 elapsed=100s
it=37600 cur=5 best=1 T=1.25 elapsed=100s
it=37800 cur=4 best=1 T=1.24 elapsed=100s
it=38000 cur=2 best=1 T=1.24 elapsed=100s
it=38200 cur=5 best=1 T=1.24 elapsed=100s
it=38400 cur=2 best=1 T=1.23 elapsed=100s
it=38600 cur=5 best=1 T=1.23 elapsed=100s
it=38800 cur=7 best=1 T=1.22 elapsed=101s
it=39000 cur=4 best=1 T=1.22 elapsed=101s
it=39200 cur=10 best=1 T=1.22 elapsed=101s
it=39400 cur=10 best=1 T=1.21 elapsed=102s
it=39600 cur=6 best=1 T=1.21 elapsed=102s
it=39800 cur=14 best=1 T=1.20 elapsed=103s
it=40000 cur=11 best=1 T=1.20 elapsed=105s
it=40200 cur=5 best=1 T=1.20 elapsed=105s
it=40400 cur=6 best=1 T=1.19 elapsed=105s
it=40600 cur=6 best=1 T=1.19 elapsed=105s
it=40800 cur=6 best=1 T=1.18 elapsed=105s
it=41000 cur=8 best=1 T=1.18 elapsed=105s
it=41200 cur=9 best=1 T=1.18 elapsed=105s
it=41400 cur=5 best=1 T=1.17 elapsed=106s
it=41600 cur=10 best=1 T=1.17 elapsed=106s
it=41800 cur=8 best=1 T=1.16 elapsed=106s
it=42000 cur=3 best=1 T=1.16 elapsed=106s
it=42200 cur=1 best=1 T=1.16 elapsed=106s
it=42400 cur=1 best=1 T=1.15 elapsed=106s
it=42600 cur=5 best=1 T=1.15 elapsed=107s
it=42800 cur=1 best=1 T=1.14 elapsed=107s
it=43000 cur=4 best=1 T=1.14 elapsed=107s
it=43200 cur=5 best=1 T=1.14 elapsed=107s
it=43400 cur=3 best=1 T=1.13 elapsed=107s
it=43600 cur=4 best=1 T=1.13 elapsed=107s
it=43800 cur=3 best=1 T=1.12 elapsed=107s
it=44000 cur=3 best=1 T=1.12 elapsed=107s
it=44200 cur=3 best=1 T=1.12 elapsed=107s
it=44400 cur=10 best=1 T=1.11 elapsed=107s
it=44600 cur=1 best=1 T=1.11 elapsed=107s
it=44800 cur=1 best=1 T=1.10 elapsed=107s
it=45000 cur=1 best=1 T=1.10 elapsed=107s
it=45200 cur=1 best=1 T=1.10 elapsed=107s
it=45400 cur=1 best=1 T=1.09 elapsed=107s
it=45600 cur=1 best=1 T=1.09 elapsed=107s
it=45800 cur=1 best=1 T=1.08 elapsed=107s
it=46000 cur=10 best=1 T=1.08 elapsed=107s
it=46200 cur=6 best=1 T=1.08 elapsed=108s
it=46400 cur=4 best=1 T=1.07 elapsed=108s
it=46600 cur=3 best=1 T=1.07 elapsed=108s
it=46800 cur=5 best=1 T=1.06 elapsed=108s
it=47000 cur=2 best=1 T=1.06 elapsed=108s
it=47200 cur=3 best=1 T=1.06 elapsed=108s
it=47400 cur=2 best=1 T=1.05 elapsed=108s
it=47600 cur=5 best=1 T=1.05 elapsed=108s
it=47800 cur=4 best=1 T=1.04 elapsed=108s
it=48000 cur=2 best=1 T=1.04 elapsed=108s
it=48200 cur=2 best=1 T=1.04 elapsed=108s
it=48400 cur=2 best=1 T=1.03 elapsed=108s
it=48600 cur=6 best=1 T=1.03 elapsed=108s
it=48800 cur=5 best=1 T=1.02 elapsed=108s
it=49000 cur=4 best=1 T=1.02 elapsed=108s
it=49200 cur=2 best=1 T=1.02 elapsed=108s
it=49400 cur=3 best=1 T=1.01 elapsed=108s
it=49600 cur=7 best=1 T=1.01 elapsed=109s
it=49800 cur=2 best=1 T=1.00 elapsed=109s
it=50000 cur=1 best=1 T=1.00 elapsed=109s
it=50200 cur=2 best=1 T=1.00 elapsed=109s
it=50400 cur=2 best=1 T=0.99 elapsed=109s
it=50600 cur=2 best=1 T=0.99 elapsed=109s
it=50800 cur=4 best=1 T=0.98 elapsed=109s
it=51000 cur=2 best=1 T=0.98 elapsed=109s
it=51200 cur=2 best=1 T=0.98 elapsed=109s
it=51400 cur=9 best=1 T=0.97 elapsed=109s
it=51600 cur=12 best=1 T=0.97 elapsed=109s
it=51800 cur=3 best=1 T=0.96 elapsed=109s
it=52000 cur=5 best=1 T=0.96 elapsed=110s
it=52200 cur=2 best=1 T=0.96 elapsed=110s
it=52400 cur=2 best=1 T=0.95 elapsed=110s
it=52600 cur=2 best=1 T=0.95 elapsed=110s
it=52800 cur=2 best=1 T=0.94 elapsed=110s
it=53000 cur=6 best=1 T=0.94 elapsed=110s
it=53200 cur=3 best=1 T=0.94 elapsed=110s
it=53400 cur=1 best=1 T=0.93 elapsed=110s
it=53600 cur=1 best=1 T=0.93 elapsed=110s
it=53800 cur=1 best=1 T=0.92 elapsed=110s
it=54000 cur=1 best=1 T=0.92 elapsed=110s
it=54200 cur=1 best=1 T=0.92 elapsed=110s
it=54400 cur=1 best=1 T=0.91 elapsed=110s
it=54600 cur=1 best=1 T=0.91 elapsed=110s
it=54800 cur=1 best=1 T=0.90 elapsed=110s
it=55000 cur=1 best=1 T=0.90 elapsed=110s
it=55200 cur=1 best=1 T=0.90 elapsed=110s
it=55400 cur=1 best=1 T=0.89 elapsed=110s
it=55600 cur=1 best=1 T=0.89 elapsed=111s
it=55800 cur=1 best=1 T=0.88 elapsed=111s
it=56000 cur=1 best=1 T=0.88 elapsed=111s
it=56200 cur=1 best=1 T=0.88 elapsed=111s
it=56400 cur=1 best=1 T=0.87 elapsed=111s
it=56600 cur=1 best=1 T=0.87 elapsed=111s
it=56800 cur=1 best=1 T=0.86 elapsed=111s
it=57000 cur=1 best=1 T=0.86 elapsed=111s
it=57200 cur=1 best=1 T=0.86 elapsed=111s
it=57400 cur=1 best=1 T=0.85 elapsed=111s
it=57600 cur=1 best=1 T=0.85 elapsed=111s
it=57800 cur=1 best=1 T=0.84 elapsed=111s
it=58000 cur=1 best=1 T=0.84 elapsed=111s
it=58200 cur=1 best=1 T=0.84 elapsed=111s
it=58400 cur=1 best=1 T=0.83 elapsed=111s
it=58600 cur=1 best=1 T=0.83 elapsed=111s
it=58800 cur=1 best=1 T=0.82 elapsed=111s
it=59000 cur=1 best=1 T=0.82 elapsed=111s
it=59200 cur=1 best=1 T=0.82 elapsed=111s
it=59400 cur=1 best=1 T=0.81 elapsed=111s
it=59600 cur=1 best=1 T=0.81 elapsed=111s
it=59800 cur=1 best=1 T=0.80 elapsed=111s
it=60000 cur=1 best=1 T=0.80 elapsed=111s
it=60200 cur=1 best=1 T=0.80 elapsed=111s
it=60400 cur=1 best=1 T=0.79 elapsed=111s
it=60600 cur=1 best=1 T=0.79 elapsed=111s
it=60800 cur=1 best=1 T=0.78 elapsed=111s
it=61000 cur=1 best=1 T=0.78 elapsed=111s
it=61200 cur=1 best=1 T=0.78 elapsed=112s
it=61400 cur=1 best=1 T=0.77 elapsed=112s
it=61600 cur=1 best=1 T=0.77 elapsed=112s
it=61800 cur=1 best=1 T=0.76 elapsed=112s
it=62000 cur=1 best=1 T=0.76 elapsed=112s
it=62200 cur=1 best=1 T=0.76 elapsed=112s
it=62400 cur=6 best=1 T=0.75 elapsed=112s
it=62600 cur=3 best=1 T=0.75 elapsed=112s
it=62800 cur=6 best=1 T=0.74 elapsed=112s
it=63000 cur=6 best=1 T=0.74 elapsed=112s
it=63200 cur=5 best=1 T=0.74 elapsed=112s
it=63400 cur=5 best=1 T=0.73 elapsed=113s
it=63600 cur=4 best=1 T=0.73 elapsed=113s
it=63800 cur=4 best=1 T=0.72 elapsed=113s
it=64000 cur=4 best=1 T=0.72 elapsed=113s
it=64200 cur=3 best=1 T=0.72 elapsed=114s
it=64400 cur=3 best=1 T=0.71 elapsed=114s
it=64600 cur=3 best=1 T=0.71 elapsed=114s
it=64800 cur=3 best=1 T=0.70 elapsed=114s
it=65000 cur=3 best=1 T=0.70 elapsed=114s
it=65200 cur=3 best=1 T=0.70 elapsed=114s
it=65400 cur=3 best=1 T=0.69 elapsed=114s
it=65600 cur=2 best=1 T=0.69 elapsed=114s
it=65800 cur=3 best=1 T=0.68 elapsed=114s
it=66000 cur=4 best=1 T=0.68 elapsed=114s
it=66200 cur=7 best=1 T=0.68 elapsed=115s
it=66400 cur=5 best=1 T=0.67 elapsed=115s
it=66600 cur=4 best=1 T=0.67 elapsed=115s
it=66800 cur=4 best=1 T=0.66 elapsed=115s
it=67000 cur=5 best=1 T=0.66 elapsed=115s
it=67200 cur=5 best=1 T=0.66 elapsed=115s
it=67400 cur=5 best=1 T=0.65 elapsed=116s
it=67600 cur=6 best=1 T=0.65 elapsed=116s
it=67800 cur=3 best=1 T=0.64 elapsed=116s
it=68000 cur=3 best=1 T=0.64 elapsed=116s
it=68200 cur=3 best=1 T=0.64 elapsed=116s
it=68400 cur=5 best=1 T=0.63 elapsed=117s
it=68600 cur=4 best=1 T=0.63 elapsed=117s
it=68800 cur=4 best=1 T=0.62 elapsed=117s
it=69000 cur=4 best=1 T=0.62 elapsed=117s
it=69200 cur=4 best=1 T=0.62 elapsed=117s
it=69400 cur=4 best=1 T=0.61 elapsed=118s
it=69600 cur=4 best=1 T=0.61 elapsed=118s
it=69800 cur=4 best=1 T=0.60 elapsed=118s
it=70000 cur=4 best=1 T=0.60 elapsed=118s
it=70200 cur=3 best=1 T=0.60 elapsed=118s
it=70400 cur=5 best=1 T=0.59 elapsed=119s
it=70600 cur=5 best=1 T=0.59 elapsed=119s
it=70800 cur=5 best=1 T=0.58 elapsed=119s
it=71000 cur=3 best=1 T=0.58 elapsed=119s
it=71200 cur=3 best=1 T=0.58 elapsed=119s
it=71400 cur=2 best=1 T=0.57 elapsed=119s
it=71600 cur=2 best=1 T=0.57 elapsed=119s
it=71800 cur=2 best=1 T=0.56 elapsed=119s
it=72000 cur=2 best=1 T=0.56 elapsed=119s
it=72200 cur=2 best=1 T=0.56 elapsed=120s
it=72400 cur=2 best=1 T=0.55 elapsed=120s
it=72600 cur=2 best=1 T=0.55 elapsed=120s
it=72800 cur=2 best=1 T=0.54 elapsed=120s
it=73000 cur=3 best=1 T=0.54 elapsed=120s
it=73200 cur=3 best=1 T=0.54 elapsed=120s
it=73400 cur=3 best=1 T=0.53 elapsed=120s
it=73600 cur=3 best=1 T=0.53 elapsed=120s
it=73800 cur=3 best=1 T=0.52 elapsed=120s
it=74000 cur=3 best=1 T=0.52 elapsed=120s
it=74200 cur=3 best=1 T=0.52 elapsed=121s
it=74400 cur=3 best=1 T=0.51 elapsed=121s
it=74600 cur=3 best=1 T=0.51 elapsed=121s
it=74800 cur=3 best=1 T=0.50 elapsed=121s
it=75000 cur=3 best=1 T=0.50 elapsed=121s
it=75200 cur=3 best=1 T=0.50 elapsed=121s
it=75400 cur=3 best=1 T=0.49 elapsed=121s
it=75600 cur=3 best=1 T=0.49 elapsed=122s
it=75800 cur=3 best=1 T=0.48 elapsed=122s
it=76000 cur=3 best=1 T=0.48 elapsed=122s
it=76200 cur=3 best=1 T=0.48 elapsed=122s
it=76400 cur=3 best=1 T=0.47 elapsed=122s
it=76600 cur=3 best=1 T=0.47 elapsed=122s
it=76800 cur=3 best=1 T=0.46 elapsed=122s
it=77000 cur=3 best=1 T=0.46 elapsed=123s
it=77200 cur=4 best=1 T=0.46 elapsed=123s
it=77400 cur=2 best=1 T=0.45 elapsed=123s
it=77600 cur=2 best=1 T=0.45 elapsed=123s
it=77800 cur=2 best=1 T=0.44 elapsed=123s
it=78000 cur=2 best=1 T=0.44 elapsed=123s
it=78200 cur=2 best=1 T=0.44 elapsed=123s
it=78400 cur=2 best=1 T=0.43 elapsed=123s
it=78600 cur=4 best=1 T=0.43 elapsed=123s
it=78800 cur=2 best=1 T=0.42 elapsed=123s
it=79000 cur=2 best=1 T=0.42 elapsed=123s
it=79200 cur=2 best=1 T=0.42 elapsed=123s
it=79400 cur=2 best=1 T=0.41 elapsed=123s
it=79600 cur=2 best=1 T=0.41 elapsed=123s
it=79800 cur=2 best=1 T=0.40 elapsed=123s
it=80000 cur=2 best=1 T=0.40 elapsed=124s
it=80200 cur=2 best=1 T=0.40 elapsed=124s
it=80400 cur=2 best=1 T=0.39 elapsed=124s
it=80600 cur=2 best=1 T=0.39 elapsed=124s
it=80800 cur=2 best=1 T=0.38 elapsed=124s
it=81000 cur=2 best=1 T=0.38 elapsed=124s
it=81200 cur=2 best=1 T=0.38 elapsed=124s
it=81400 cur=2 best=1 T=0.37 elapsed=124s
it=81600 cur=2 best=1 T=0.37 elapsed=124s
it=81800 cur=2 best=1 T=0.36 elapsed=124s
it=82000 cur=2 best=1 T=0.36 elapsed=124s
it=82200 cur=2 best=1 T=0.36 elapsed=124s
it=82400 cur=2 best=1 T=0.35 elapsed=124s
it=82600 cur=2 best=1 T=0.35 elapsed=124s
it=82800 cur=2 best=1 T=0.34 elapsed=124s
it=83000 cur=2 best=1 T=0.34 elapsed=124s
it=83200 cur=2 best=1 T=0.34 elapsed=124s
it=83400 cur=2 best=1 T=0.33 elapsed=124s
it=83600 cur=2 best=1 T=0.33 elapsed=124s
it=83800 cur=2 best=1 T=0.32 elapsed=124s
it=84000 cur=2 best=1 T=0.32 elapsed=124s
it=84200 cur=2 best=1 T=0.32 elapsed=124s
it=84400 cur=2 best=1 T=0.31 elapsed=125s
it=84600 cur=3 best=1 T=0.31 elapsed=125s
it=84800 cur=2 best=1 T=0.30 elapsed=125s
it=85000 cur=2 best=1 T=0.30 elapsed=125s
it=85200 cur=2 best=1 T=0.30 elapsed=125s
it=85400 cur=2 best=1 T=0.29 elapsed=125s
it=85600 cur=2 best=1 T=0.29 elapsed=125s
it=85800 cur=2 best=1 T=0.28 elapsed=125s
it=86000 cur=2 best=1 T=0.28 elapsed=125s
it=86200 cur=2 best=1 T=0.28 elapsed=125s
it=86400 cur=2 best=1 T=0.27 elapsed=125s
it=86600 cur=2 best=1 T=0.27 elapsed=125s
it=86800 cur=2 best=1 T=0.26 elapsed=125s
it=87000 cur=2 best=1 T=0.26 elapsed=125s
it=87200 cur=2 best=1 T=0.26 elapsed=125s
it=87400 cur=2 best=1 T=0.25 elapsed=125s
it=87600 cur=2 best=1 T=0.25 elapsed=125s
it=87800 cur=2 best=1 T=0.24 elapsed=125s
it=88000 cur=2 best=1 T=0.24 elapsed=125s
it=88200 cur=2 best=1 T=0.24 elapsed=125s
it=88400 cur=2 best=1 T=0.23 elapsed=125s
it=88600 cur=2 best=1 T=0.23 elapsed=126s
it=88800 cur=2 best=1 T=0.22 elapsed=126s
it=89000 cur=2 best=1 T=0.22 elapsed=126s
it=89200 cur=2 best=1 T=0.22 elapsed=126s
it=89400 cur=2 best=1 T=0.21 elapsed=126s
it=89600 cur=2 best=1 T=0.21 elapsed=126s
it=89800 cur=2 best=1 T=0.20 elapsed=126s
it=90000 cur=2 best=1 T=0.20 elapsed=126s
it=90200 cur=2 best=1 T=0.20 elapsed=126s
it=90400 cur=2 best=1 T=0.19 elapsed=126s
it=90600 cur=2 best=1 T=0.19 elapsed=126s
it=90800 cur=2 best=1 T=0.18 elapsed=126s
it=91000 cur=2 best=1 T=0.18 elapsed=126s
it=91200 cur=2 best=1 T=0.18 elapsed=126s
it=91400 cur=2 best=1 T=0.17 elapsed=126s
it=91600 cur=2 best=1 T=0.17 elapsed=126s
it=91800 cur=2 best=1 T=0.16 elapsed=126s
it=92000 cur=2 best=1 T=0.16 elapsed=126s
it=92200 cur=2 best=1 T=0.16 elapsed=126s
it=92400 cur=2 best=1 T=0.15 elapsed=126s
it=92600 cur=2 best=1 T=0.15 elapsed=126s
